Contract Year,Contract ID,FHIR Provider Directory API URL,Last Entered Date
2027,"H1607 - ANTHEM INSURANCE COMPANIES, INC.",https://totalview.healthos.anthem.com/resources/unregistered/api/v1/fhir/cms_mandate/mcd/,7/8/26 17:14
2027,H1608 - COVENTRY HEALTH AND LIFE INSURANCE COMPANY,https://apif1.aetna.com/fhir/v1/providerdirectorydata/healthcareservice  https://apif1.aetna.com/fhir/v1/providerdirectorydata/insuranceplan  https://apif1.aetna.com/fhir/v1/providerdirectorydata/location  https://apif1.aetna.com/fhir/v1/providerdirectorydata/organization  https://apif1.aetna.com/fhir/v1/providerdirectorydata/organizationaffiliation   https://apif1.aetna.com/fhir/v1/providerdirectorydata/practitioner   https://apif1.aetna.com/fhir/v1/providerdirectorydata/practitionerrole,7/1/26 14:07
2027,H1609 - AETNA HEALTH INC. (FL),https://apif1.aetna.com/fhir/v1/providerdirectorydata/healthcareservice  https://apif1.aetna.com/fhir/v1/providerdirectorydata/insuranceplan  https://apif1.aetna.com/fhir/v1/providerdirectorydata/location  https://apif1.aetna.com/fhir/v1/providerdirectorydata/organization  https://apif1.aetna.com/fhir/v1/providerdirectorydata/organizationaffiliation   https://apif1.aetna.com/fhir/v1/providerdirectorydata/practitioner   https://apif1.aetna.com/fhir/v1/providerdirectorydata/practitionerrole,7/1/26 14:07
2027,"H1610 - COVENTRY HEALTH CARE OF VIRGINIA, INC.",https://apif1.aetna.com/fhir/v1/providerdirectorydata/healthcareservice  https://apif1.aetna.com/fhir/v1/providerdirectorydata/insuranceplan  https://apif1.aetna.com/fhir/v1/providerdirectorydata/location  https://apif1.aetna.com/fhir/v1/providerdirectorydata/organization  https://apif1.aetna.com/fhir/v1/providerdirectorydata/organizationaffiliation   https://apif1.aetna.com/fhir/v1/providerdirectorydata/practitioner   https://apif1.aetna.com/fhir/v1/providerdirectorydata/practitionerrole,7/1/26 14:09
2027,"H1611 - MASS GENERAL BRIGHAM HEALTH PLAN, INC",https://api.allwayshealthfhir.com/r4/public_dsnp/Practitioner,7/10/26 23:05
2027,H1619 - PARTNERS INSURANCE COMPANY INC,https://providerfhirapi.healthpartnersplans.com,7/7/26 11:42
2027,"H1644 - LONGEVITY HEALTH PLAN OF FLORIDA, INC.",https://fl26fhir.longevityhealthplan.com,6/30/26 15:37
2027,H1659 - CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,https://flex.optum.com/fhirpublic,7/9/26 09:10
2027,"H1664 - HOME STATE HEALTH PLAN, INC.",https://iopc-pd.api.centene.com/iopc/pd/fhir/providerdirectory,7/10/26 15:32
2027,H1671 - IMPERIAL COUNTY LOCAL HEALTH AUTHORITY,https://api-chpiv-prd.safhir.io/v1/api/provider-directory/,8/5/26 11:12
2027,"H1692 - COVENTRY HEALTH CARE OF WEST VIRGINIA, INC.",https://apif1.aetna.com/fhir/v1/providerdirectorydata/healthcareservice  https://apif1.aetna.com/fhir/v1/providerdirectorydata/insuranceplan  https://apif1.aetna.com/fhir/v1/providerdirectorydata/location  https://apif1.aetna.com/fhir/v1/providerdirectorydata/organization  https://apif1.aetna.com/fhir/v1/providerdirectorydata/organizationaffiliation   https://apif1.aetna.com/fhir/v1/providerdirectorydata/practitioner   https://apif1.aetna.com/fhir/v1/providerdirectorydata/practitionerrole,7/1/26 14:09
2027,"H1722 - HEALTHFIRST HEALTH PLAN, INC.",https://hf-fhir-provider-directory-sys-api-prod.us-e1.cloudhub.io,7/10/26 13:27
2027,"H1769 - VNA HOMECARE OPTIONS, LLC",https://data.healthlx.com:8004/NASCENTIA,7/9/26 12:44
2027,H1787 - SANFORD HEALTH PLAN,https://fhir.greatplainsmedicareadvantage.com/hspd/r4/,7/7/26 10:40
2027,"H1799 - MOLINA HEALTHCARE OF KENTUCKY, INC.",https://developer.interop.molinahealthcare.com/api-details#api=trizetto-provider-directory&operation=607f68d1bc005120b15c2c6f,7/9/26 18:48
2027,"H1822 - SCAN DESERT HEALTH PLAN, INC.",https://providerdirectory.scanhealthplan.com,7/7/26 15:23
2027,"H1823 - HEALTHY MISSISSIPPI, INC.",https://fhir.healthy-ms.com/plan-net/H1823/,7/9/26 16:27
2027,H1846 - MOUNT CARMEL HEALTH INSURANCE COMPANY,https://api-medigold-prd.safhir.io/v1/api/provider-directory,7/10/26 07:58
2027,"H1862 - WELLCARE OF IOWA, INC.",https://iopc-pd.api.centene.com/iopc/pd/fhir/providerdirectory,7/10/26 15:32
2027,H1889 - CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,https://flex.optum.com/fhirpublic,7/9/26 09:10
2027,"H1914 - WELLCARE HEALTH INSURANCE OF CONNECTICUT, INC.",https://iopc-pd.api.centene.com/iopc/pd/fhir/providerdirectory,7/10/26 15:32
2027,"H1947 - COMMUNITY CARE HEALTH PLAN OF LOUISIANA, INC.",https://totalview.healthos.anthem.com/resources/unregistered/api/v1/fhir/cms_mandate/mcd/,7/8/26 17:15
2027,"H1951 - HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.",,
2027,"H1961 - PEOPLES HEALTH, INC.",https://flex.optum.com/fhirpublic,7/9/26 09:10
2027,"H1993 - ASTIVA HEALTH, INC.",https://afs.astivahealth.com/fhir,7/10/26 19:54
2027,"H1994 - SELECTHEALTH, INC.",https://api.selecthealth.org/provider-directory/v1/metadata,7/13/26 12:24
2027,H1997 - REGENCE BLUESHIELD,https://providers.regence.com/api/provider-fhir-service/v1/fhir,7/1/26 16:09
2027,"H2001 - SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.",https://flex.optum.com/fhirpublic,7/9/26 09:10
2027,H2032 - Baylor Scott & White Insurance Company,https://wadcdnstorageprod.blob.core.windows.net/bswhp/JSON/BSWHP_CMS_MPF_H2032_2026_Index_FHIR.json,7/10/26 17:13
2027,"H2034 - COMMUNITY CARE HEALTH PLAN, INC.",https://data.healthlx.com:8004/CCI,7/8/26 17:35
2027,H2035 - ALAMEDA ALLIANCE FOR HEALTH,https://us120.fhir.edifecsfedcloud.com/aha_pdfhir,6/29/26 19:54
2027,H2041 - DEVOTED HEALTH PLAN OF MISSOURI INC,https://fhir.devoted.com/fhir,6/25/26 13:25
2027,H2056 - AETNA BETTER HEALTH OF MICHIGAN INC.,https://apif1.aetna.com/fhir/v1/providerdirectorydata/healthcareservice  https://apif1.aetna.com/fhir/v1/providerdirectorydata/insuranceplan  https://apif1.aetna.com/fhir/v1/providerdirectorydata/location  https://apif1.aetna.com/fhir/v1/providerdirectorydata/organization  https://apif1.aetna.com/fhir/v1/providerdirectorydata/organizationaffiliation   https://apif1.aetna.com/fhir/v1/providerdirectorydata/practitioner   https://apif1.aetna.com/fhir/v1/providerdirectorydata/practitionerrole,7/1/26 14:09
2027,"H2108 - BRAVO HEALTH MID-ATLANTIC, INC.",https://data.healthspring.healthlx.com:8003,7/10/26 18:19
2027,H2126 - NEIGHBORHOOD HEALTH PLAN OF RHODE ISLAND,https://api-nhp-prd.safhir.io/v1/api/providerdirectory/cms-hpms-manifest/[ppp-cccc-nnn],7/9/26 16:05
2027,H2168 - VILLAGE SENIOR SERVICES CORPORATION,,
2027,H2172 - KAISER FDTN HLTH PLAN OF THE MID-ATLANTIC STATES,https://kpx-service-bus.kp.org/service/hp/mhpo/healthplanproviderv1rc,7/9/26 19:51
2027,"H2174 - TRILLIUM COMMUNITY HEALTH PLAN, INC.",https://iopc-pd.api.centene.com/iopc/pd/fhir/providerdirectory,7/10/26 15:32
2027,"H2185 - LIFEWORKS ADVANTAGE, LLC",https://fhir.curanahealth.com/,7/8/26 00:26
2027,"H2224 - SENIOR WHOLE HEALTH, LLC",https://developer.interop.molinahealthcare.com/api-details#api=trizetto-provider-directory&operation=607f68d1bc005120b15c2c6f,7/9/26 18:49
2027,"H2225 - COMMONWEALTH CARE ALLIANCE, INC.",https://orchestrateserver.caresource.careevolution.com/api/fhir/provider-directory/metadata,7/10/26 18:31
2027,"H2226 - UnitedHealthcare of New England, Inc.",https://flex.optum.com/fhirpublic,7/9/26 09:11
2027,"H2230 - BCBS  OF MASSACHUSETTS HMO BLUE, INC.",https://fhir-prd-a-bcbsma.aws.mdx.med,7/6/26 09:48
2027,"H2235 - BAYCARE SELECT HEALTH PLANS, INC.",https://api.baycarefhir.com/r4/public/Practitioner,7/23/26 12:20
2027,H2237 - INDEPENDENT CARE HEALTH PLAN,https://api-icar-prd.safhir.io/v1/api/provider-directory/metadata,7/9/26 15:54
2027,"H2247 - UNITEDHEALTHCARE COMMUNITY PLAN, INC.",https://flex.optum.com/fhirpublic,7/9/26 09:11
2027,H2256 - TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION,https://api-thp-prd.safhir.io/v1/api/provider-directory/cms-hpms-manifest/thp-h2256-nnn,7/6/26 15:49
2027,"H2261 - BCBS  OF MASSACHUSETTS HMO BLUE, INC.",https://fhir-prd-a-bcbsma.aws.mdx.med,7/6/26 09:49
2027,"H2272 - UNITEDHEALTHCARE OF NEW ENGLAND, INC.",https://flex.optum.com/fhirpublic,7/9/26 09:11
2027,H2292 - CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,https://flex.optum.com/fhirpublic,7/9/26 09:11
2027,H2293 - SILVERSCRIPT INSURANCE COMPANY,https://apif1.aetna.com/fhir/v1/providerdirectorydata/healthcareservice  https://apif1.aetna.com/fhir/v1/providerdirectorydata/insuranceplan  https://apif1.aetna.com/fhir/v1/providerdirectorydata/location  https://apif1.aetna.com/fhir/v1/providerdirectorydata/organization  https://apif1.aetna.com/fhir/v1/providerdirectorydata/organizationaffiliation   https://apif1.aetna.com/fhir/v1/providerdirectorydata/practitioner   https://apif1.aetna.com/fhir/v1/providerdirectorydata/practitionerrole,7/1/26 14:09
2027,H2320 - PRIORITY HEALTH,https://eppoa.spectrumhealth.org/FHIRProxy/api/FHIR/BulkPublish/Public/H2320_2027/MPF,8/24/26 09:06
2027,H2322 - ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,https://provider-directory-cms-r4.api.hap.org/,8/7/26 12:59
2027,H2354 - HEALTH ALLIANCE PLAN OF MICHIGAN,https://provider-directory-cms-r4.api.hap.org/,8/21/26 13:22
2027,H2385 - UNITEDHEALTHCARE INSURANCE COMPANY,https://flex.optum.com/fhirpublic,7/9/26 09:11
2027,"H2392 - KANSAS SUPERIOR SELECT, INC.",https://api-ahp-prd.safhir.io/v1/api/provider-directory/metadata,7/10/26 10:36
2027,"H2400 - SIGNATURE ADVANTAGE, LLC",https://sapfhir.prod.healthaxis.net/api/fhir/practitioner,7/10/26 17:45
2027,H2406 - CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,https://flex.optum.com/fhirpublic,7/9/26 09:11
2027,H2416 - PRIMEWEST RURAL MN HEALTH CARE ACCESS INITIATIVE,https://apis.ssctech.com/interop-pw/open/fhir/R4/Organization,7/10/26 10:43
2027,H2417 - ITASCA MEDICAL CARE,https://apis.ssctech.com/interop-imc/open/fhir/R4/Organization?_tag=provider&_source=provider,7/24/26 12:48
2027,H2419 - SOUTH COUNTRY HEALTH ALLIANCE,https://api.mnschafhir.com/r4/public/Practitioner,7/8/26 14:56
2027,"H2422 - HEALTHPARTNERS, INC.",https://api-developerportal.healthpartners.com/interop/external/fhir,7/10/26 15:11
2027,H2425 - HMO Minnesota,https://fhir-developer.bluecrossmn.com/provider-directory,7/9/26 13:10
2027,"H2441 - ANTHEM INSURANCE COMPANIES, INC.",https://totalview.healthos.anthem.com/resources/unregistered/api/v1/fhir/cms_mandate/mcd/,7/8/26 17:15
2027,"H2445 - UNITEDHEALTHCARE OF THE MID-ATLANTIC, INC.",https://flex.optum.com/fhirpublic,7/9/26 09:11
2027,H2458 - MEDICA HEALTH PLANS,https://medica.healthsparq.com/api/provider-fhir-service/v1/fhir/,7/6/26 10:03
2027,"H2463 - HUMANA HEALTH PLAN OF TEXAS, INC.",,
2027,"H2486 - HUMANA MEDICAL PLAN OF UTAH, INC.",,
2027,"H2491 - WELLCARE HEALTH INSURANCE OF ARIZONA, INC.",https://iopc-pd.api.centene.com/iopc/pd/fhir/providerdirectory,7/10/26 15:32
2027,"H2509 - UNITEDHEALTHCARE OF FLORIDA, INC.",https://flex.optum.com/fhirpublic,7/9/26 09:11
2027,H2526 - DEVOTED HEALTH PLAN OF OHIO INC,https://fhir.devoted.com/fhir,6/25/26 13:25
2027,H2561 - HAWAII MEDICAL SERVICE ASSOCIATION (HMSA),https://io-api.hmsa-services.com:9443/fhir/r4/providerdirectory,7/8/26 15:35
2027,H2563 - SENTARA HEALTH PLANS,https://shpp.interop.sentara.com/shpp/api/plannet/Practitioner,7/7/26 16:33
2027,"H2564 - AMERIHEALTH CARITAS LOUISIANA, INC.",https://api-ext.amerihealthcaritas.com/LADS/provider-api/swagger-ui/,7/7/26 16:31
2027,"H2593 - WELLPOINT TEXAS, INC.",https://totalview.healthos.Wellpoint.com/resources/unregistered/api/v1/fhir/cms_mandate/mcd/,7/8/26 17:15
2027,"H2610 - ESSENCE HEALTHCARE, INC.",https://data.healthlx.com:8004/LMRS,7/1/26 15:58
2027,H2624 - CARE N' CARE INSURANCE COMPANY OF NORTH CAROLINA,https://api.healthteamadvantagefhir.com/r4/public/Practitioner/,7/8/26 14:35
2027,H2628 - COMMUNITY INSURANCE COMPANY,https://totalview.healthos.anthem.com/resources/unregistered/api/v1/fhir/cms_mandate/mcd/,7/8/26 17:15
2027,"H2630 - VERDA HEALTH PLAN OF ARIZONA, INC.",https://www.verdahpaz.com/fhir-provider-api-2026/,7/10/26 18:29
2027,"H2663 - COVENTRY HEALTH CARE OF MISSOURI, INC.",https://apif1.aetna.com/fhir/v1/providerdirectorydata/healthcareservice  https://apif1.aetna.com/fhir/v1/providerdirectorydata/insuranceplan  https://apif1.aetna.com/fhir/v1/providerdirectorydata/location  https://apif1.aetna.com/fhir/v1/providerdirectorydata/organization  https://apif1.aetna.com/fhir/v1/providerdirectorydata/organizationaffiliation   https://apif1.aetna.com/fhir/v1/providerdirectorydata/practitioner   https://apif1.aetna.com/fhir/v1/providerdirectorydata/practitionerrole,7/1/26 14:10
2027,H2686 - DEVOTED HEALTH INSURANCE COMPANY OF HAWAII INC,https://fhir.devoted.com/fhir,6/25/26 13:25
2027,"H2694 - ETERNALHEALTH, INC.",https://fhir.eternalhealth.com/api,7/11/26 00:13
2027,"H2697 - DEVOTED HEALTH PLAN OF OHIO, INC.",https://fhir.devoted.com/fhir,6/25/26 13:25
